filename,true_label,source_original_pred,source_adv_pred,source_attack_success,tf2torch_resnet_v2_101_pred,tf2torch_resnet_v2_101_fooled
ILSVRC2012_val_00041041.png,90,90,131,True,90,False
ILSVRC2012_val_00007778.png,91,91,24,True,91,False
ILSVRC2012_val_00044108.png,92,92,319,True,92,False
ILSVRC2012_val_00040014.png,93,93,9,True,95,True
ILSVRC2012_val_00048549.png,94,94,435,True,94,False
ILSVRC2012_val_00023796.png,95,95,838,True,95,False
ILSVRC2012_val_00011315.png,96,96,491,True,96,False
ILSVRC2012_val_00036354.png,97,97,97,False,97,False
ILSVRC2012_val_00022364.png,98,98,956,True,98,False
ILSVRC2012_val_00036162.png,99,99,98,True,99,False
ILSVRC2012_val_00029785.png,100,100,129,True,95,True
ILSVRC2012_val_00009998.png,101,101,101,False,101,False
ILSVRC2012_val_00036826.png,102,102,48,True,102,False
ILSVRC2012_val_00030772.png,103,103,124,True,103,False
ILSVRC2012_val_00042336.png,104,104,59,True,59,True
ILSVRC2012_val_00046362.png,105,105,332,True,105,False
ILSVRC2012_val_00015072.png,106,106,770,True,106,False
ILSVRC2012_val_00015717.png,107,107,278,True,270,True
ILSVRC2012_val_00038400.png,108,108,135,True,135,True
ILSVRC2012_val_00012332.png,109,109,116,True,109,False
ILSVRC2012_val_00017794.png,110,110,628,True,110,False
ILSVRC2012_val_00033409.png,111,111,66,True,111,False
ILSVRC2012_val_00026452.png,112,112,778,True,550,True
ILSVRC2012_val_00028654.png,113,113,2,True,2,True
ILSVRC2012_val_00030012.png,114,114,59,True,515,True
ILSVRC2012_val_00018757.png,115,115,114,True,115,False
ILSVRC2012_val_00008160.png,116,116,947,True,116,False
ILSVRC2012_val_00028345.png,117,117,954,True,117,False
ILSVRC2012_val_00034644.png,118,118,328,True,118,False
ILSVRC2012_val_00040764.png,119,119,120,True,119,False
ILSVRC2012_val_00011071.png,120,120,80,True,124,True
ILSVRC2012_val_00017911.png,121,121,79,True,121,False
ILSVRC2012_val_00023264.png,122,122,72,True,122,False
ILSVRC2012_val_00046975.png,123,123,956,True,123,False
ILSVRC2012_val_00012455.png,124,124,125,True,124,False
ILSVRC2012_val_00049661.png,125,125,80,True,127,True
ILSVRC2012_val_00031943.png,126,126,49,True,126,False
ILSVRC2012_val_00042774.png,127,127,315,True,127,False
ILSVRC2012_val_00026340.png,128,128,145,True,128,False
ILSVRC2012_val_00026338.png,129,129,144,True,129,False
ILSVRC2012_val_00013256.png,130,130,131,True,130,False
ILSVRC2012_val_00000356.png,131,131,129,True,128,True
ILSVRC2012_val_00033760.png,132,132,133,True,132,False
ILSVRC2012_val_00026861.png,133,133,135,True,133,False
ILSVRC2012_val_00042966.png,134,134,463,True,134,False
ILSVRC2012_val_00037379.png,135,135,8,True,135,False
ILSVRC2012_val_00019998.png,136,136,130,True,136,False
ILSVRC2012_val_00024020.png,137,137,24,True,137,False
ILSVRC2012_val_00006814.png,138,138,101,True,138,False
ILSVRC2012_val_00038522.png,139,139,10,True,139,False
ILSVRC2012_val_00042705.png,140,140,141,True,141,True
ILSVRC2012_val_00003964.png,141,141,143,True,141,False
ILSVRC2012_val_00000470.png,142,142,143,True,142,False
ILSVRC2012_val_00029913.png,143,143,142,True,143,False
ILSVRC2012_val_00011052.png,144,144,100,True,129,True
ILSVRC2012_val_00043841.png,145,145,22,True,22,True
ILSVRC2012_val_00047685.png,146,146,88,True,146,False
ILSVRC2012_val_00031023.png,147,147,144,True,147,False
ILSVRC2012_val_00041029.png,148,148,35,True,148,False
ILSVRC2012_val_00028941.png,149,149,293,True,293,True
ILSVRC2012_val_00022669.png,150,150,342,True,343,True
ILSVRC2012_val_00046758.png,151,151,150,True,150,True
ILSVRC2012_val_00039439.png,152,152,246,True,246,True
ILSVRC2012_val_00037960.png,153,153,155,True,155,True
ILSVRC2012_val_00039695.png,154,154,208,True,154,False
ILSVRC2012_val_00001069.png,155,155,152,True,152,True
ILSVRC2012_val_00012394.png,156,156,155,True,156,False
ILSVRC2012_val_00022521.png,157,157,921,True,157,False
ILSVRC2012_val_00028429.png,158,158,677,True,158,False
ILSVRC2012_val_00020963.png,159,159,250,True,264,True
ILSVRC2012_val_00017792.png,160,160,210,True,210,True
ILSVRC2012_val_00029056.png,161,161,222,True,222,True
ILSVRC2012_val_00025539.png,162,162,168,True,167,True
ILSVRC2012_val_00031220.png,163,163,741,True,163,False
ILSVRC2012_val_00044554.png,164,164,432,True,212,True
ILSVRC2012_val_00013962.png,165,165,211,True,211,True
ILSVRC2012_val_00045878.png,166,166,265,True,165,True
ILSVRC2012_val_00042394.png,167,167,163,True,163,True
ILSVRC2012_val_00018649.png,168,168,274,True,174,True
ILSVRC2012_val_00011176.png,169,169,212,True,212,True
ILSVRC2012_val_00040878.png,170,170,258,True,223,True
ILSVRC2012_val_00011311.png,171,171,266,True,190,True
ILSVRC2012_val_00012416.png,172,172,342,True,179,True
ILSVRC2012_val_00012644.png,173,173,160,True,173,False
ILSVRC2012_val_00004434.png,174,174,159,True,174,False
ILSVRC2012_val_00010665.png,175,175,231,True,175,False
ILSVRC2012_val_00002059.png,176,176,195,True,176,False
ILSVRC2012_val_00041908.png,177,177,238,True,172,True
ILSVRC2012_val_00031364.png,178,178,930,True,178,False
ILSVRC2012_val_00021668.png,179,179,177,True,177,True
ILSVRC2012_val_00000248.png,180,180,247,True,181,True
ILSVRC2012_val_00004947.png,181,181,243,True,181,False
ILSVRC2012_val_00004342.png,182,182,190,True,190,True
ILSVRC2012_val_00025302.png,183,183,243,True,244,True
ILSVRC2012_val_00001929.png,184,184,199,True,198,True
ILSVRC2012_val_00040915.png,185,185,192,True,190,True
ILSVRC2012_val_00014810.png,186,186,201,True,201,True
ILSVRC2012_val_00038457.png,187,187,188,True,188,True
ILSVRC2012_val_00044200.png,188,188,197,True,188,False
ILSVRC2012_val_00030776.png,189,189,204,True,204,True
ILSVRC2012_val_00004968.png,190,190,192,True,190,False
ILSVRC2012_val_00031845.png,191,191,267,True,191,False
ILSVRC2012_val_00042855.png,192,192,185,True,192,False
ILSVRC2012_val_00037723.png,193,193,806,True,193,False
ILSVRC2012_val_00032563.png,194,194,185,True,185,True
ILSVRC2012_val_00026267.png,195,195,154,True,195,False
ILSVRC2012_val_00004941.png,196,196,246,True,246,True
ILSVRC2012_val_00034118.png,197,197,199,True,197,False
ILSVRC2012_val_00032524.png,198,198,159,True,198,False
ILSVRC2012_val_00015592.png,199,199,187,True,199,False
ILSVRC2012_val_00003232.png,200,200,198,True,200,False
ILSVRC2012_val_00002630.png,201,201,723,True,723,True
ILSVRC2012_val_00033775.png,202,202,186,True,186,True
ILSVRC2012_val_00003198.png,203,203,194,True,203,False
ILSVRC2012_val_00027017.png,204,204,188,True,204,False
ILSVRC2012_val_00033763.png,205,205,156,True,205,False
ILSVRC2012_val_00013712.png,206,206,234,True,234,True
ILSVRC2012_val_00038920.png,207,207,222,True,222,True
ILSVRC2012_val_00034584.png,208,208,806,True,208,False
ILSVRC2012_val_00008346.png,209,209,243,True,244,True
ILSVRC2012_val_00040639.png,210,210,940,True,210,False
ILSVRC2012_val_00038044.png,211,211,177,True,165,True
ILSVRC2012_val_00017439.png,212,212,169,True,169,True
ILSVRC2012_val_00031785.png,213,213,252,True,252,True
ILSVRC2012_val_00009476.png,214,214,212,True,185,True
ILSVRC2012_val_00014745.png,215,215,222,True,222,True
ILSVRC2012_val_00013927.png,216,216,217,True,217,True
ILSVRC2012_val_00025471.png,217,217,213,True,217,False
ILSVRC2012_val_00014125.png,218,218,268,True,218,False
ILSVRC2012_val_00002353.png,219,219,216,True,216,True
ILSVRC2012_val_00041928.png,220,220,919,True,220,False
ILSVRC2012_val_00025181.png,221,221,257,True,221,False
ILSVRC2012_val_00047110.png,222,222,268,True,268,True
ILSVRC2012_val_00025006.png,223,223,213,True,213,True
ILSVRC2012_val_00013489.png,224,224,225,True,225,True
ILSVRC2012_val_00010928.png,225,225,356,True,222,True
ILSVRC2012_val_00011323.png,226,226,677,True,185,True
ILSVRC2012_val_00027053.png,227,227,201,True,201,True
ILSVRC2012_val_00043878.png,228,228,215,True,215,True
ILSVRC2012_val_00029214.png,229,229,329,True,229,False
ILSVRC2012_val_00030831.png,230,230,201,True,230,False
ILSVRC2012_val_00017879.png,231,231,232,True,231,False
ILSVRC2012_val_00027165.png,232,232,231,True,231,True
ILSVRC2012_val_00034069.png,233,233,220,True,218,True
ILSVRC2012_val_00016409.png,234,234,184,True,184,True
ILSVRC2012_val_00034429.png,235,235,254,True,237,True
ILSVRC2012_val_00024896.png,236,236,250,True,236,False
ILSVRC2012_val_00017646.png,237,237,159,True,237,False
ILSVRC2012_val_00035233.png,238,238,677,True,52,True
ILSVRC2012_val_00021196.png,239,239,165,True,165,True
ILSVRC2012_val_00005175.png,240,240,189,True,230,True
ILSVRC2012_val_00045080.png,241,241,242,True,242,True
ILSVRC2012_val_00032522.png,242,242,266,True,242,False
ILSVRC2012_val_00013856.png,243,243,779,True,244,True
ILSVRC2012_val_00017075.png,244,244,255,True,255,True
ILSVRC2012_val_00043131.png,245,245,853,True,245,False
ILSVRC2012_val_00026918.png,246,246,152,True,224,True
ILSVRC2012_val_00043452.png,247,247,213,True,213,True
ILSVRC2012_val_00002609.png,248,248,256,True,248,False
ILSVRC2012_val_00009157.png,249,249,250,True,251,True
ILSVRC2012_val_00009416.png,250,250,270,True,250,False
ILSVRC2012_val_00044104.png,251,251,476,True,286,True
ILSVRC2012_val_00022581.png,252,252,677,True,252,False
ILSVRC2012_val_00027947.png,253,253,263,True,253,False
ILSVRC2012_val_00043319.png,254,254,239,True,254,False
ILSVRC2012_val_00039291.png,255,255,57,True,255,False
ILSVRC2012_val_00013159.png,256,256,194,True,176,True
ILSVRC2012_val_00023569.png,257,257,215,True,257,False
ILSVRC2012_val_00036918.png,258,258,152,True,258,False
ILSVRC2012_val_00042625.png,259,259,260,True,259,False
ILSVRC2012_val_00021540.png,260,260,225,True,260,False
ILSVRC2012_val_00045687.png,261,261,158,True,258,True
ILSVRC2012_val_00016303.png,262,262,284,True,284,True
ILSVRC2012_val_00044473.png,263,263,155,True,155,True
ILSVRC2012_val_00023546.png,264,264,254,True,264,False
ILSVRC2012_val_00001686.png,265,265,218,True,218,True
ILSVRC2012_val_00012039.png,266,266,267,True,266,False
ILSVRC2012_val_00030403.png,267,267,266,True,267,False
ILSVRC2012_val_00016697.png,268,268,267,True,266,True
ILSVRC2012_val_00026509.png,269,269,172,True,269,False
ILSVRC2012_val_00011188.png,270,270,737,True,270,False
ILSVRC2012_val_00013358.png,271,271,105,True,273,True
ILSVRC2012_val_00037617.png,272,272,185,True,272,False
ILSVRC2012_val_00028916.png,273,273,270,True,273,False
ILSVRC2012_val_00030693.png,274,274,281,True,273,True
ILSVRC2012_val_00001148.png,275,275,265,True,275,False
ILSVRC2012_val_00022432.png,276,276,194,True,214,True
ILSVRC2012_val_00021035.png,277,277,356,True,356,True
ILSVRC2012_val_00014798.png,278,278,272,True,281,True
ILSVRC2012_val_00033561.png,279,279,278,True,278,True
ILSVRC2012_val_00034065.png,280,280,387,True,271,True
ILSVRC2012_val_00026842.png,281,281,270,True,270,True
ILSVRC2012_val_00045239.png,282,282,183,True,183,True
ILSVRC2012_val_00000796.png,283,283,282,True,283,False
ILSVRC2012_val_00015898.png,284,284,880,True,284,False
ILSVRC2012_val_00039931.png,285,285,852,True,285,False
ILSVRC2012_val_00005207.png,286,286,194,True,193,True
ILSVRC2012_val_00021045.png,287,287,353,True,287,False
ILSVRC2012_val_00049483.png,288,288,288,False,288,False
ILSVRC2012_val_00030737.png,289,289,294,True,289,False
ILSVRC2012_val_00026982.png,290,290,51,True,51,True
ILSVRC2012_val_00049347.png,291,291,289,True,291,False
ILSVRC2012_val_00001359.png,292,292,233,True,292,False
ILSVRC2012_val_00023810.png,293,293,114,True,293,False
ILSVRC2012_val_00029216.png,294,294,46,True,294,False
ILSVRC2012_val_00015955.png,295,295,107,True,295,False
ILSVRC2012_val_00048118.png,296,296,277,True,296,False
ILSVRC2012_val_00019930.png,297,297,617,True,297,False
ILSVRC2012_val_00032283.png,298,298,257,True,257,True
ILSVRC2012_val_00018630.png,299,299,157,True,363,True
ILSVRC2012_val_00047118.png,300,300,299,True,300,False
ILSVRC2012_val_00021653.png,301,301,58,True,301,False
ILSVRC2012_val_00031140.png,302,302,304,True,302,False
ILSVRC2012_val_00009626.png,303,303,302,True,303,False
ILSVRC2012_val_00045848.png,304,304,71,True,71,True
ILSVRC2012_val_00036613.png,305,305,304,True,305,False
ILSVRC2012_val_00013351.png,306,306,127,True,127,True
ILSVRC2012_val_00004339.png,307,307,311,True,311,True
ILSVRC2012_val_00028453.png,308,308,301,True,303,True
ILSVRC2012_val_00040397.png,309,309,13,True,309,False
ILSVRC2012_val_00020657.png,310,310,773,True,310,False
ILSVRC2012_val_00003814.png,311,311,76,True,311,False
ILSVRC2012_val_00022737.png,312,312,313,True,312,False
ILSVRC2012_val_00018535.png,313,313,312,True,312,True
ILSVRC2012_val_00016740.png,314,314,911,True,911,True
ILSVRC2012_val_00021755.png,315,315,38,True,70,True
ILSVRC2012_val_00017115.png,316,316,92,True,316,False
ILSVRC2012_val_00044407.png,317,317,319,True,317,False
ILSVRC2012_val_00029444.png,318,318,318,False,318,False
ILSVRC2012_val_00047939.png,319,319,905,True,319,False
ILSVRC2012_val_00046425.png,320,320,321,True,321,True
ILSVRC2012_val_00042764.png,321,321,320,True,321,False
ILSVRC2012_val_00008693.png,322,322,91,True,322,False
ILSVRC2012_val_00030779.png,323,323,326,True,323,False
ILSVRC2012_val_00011374.png,324,324,553,True,324,False
ILSVRC2012_val_00039335.png,325,325,954,True,325,False
ILSVRC2012_val_00034368.png,326,326,325,True,326,False
ILSVRC2012_val_00043218.png,327,327,325,True,327,False
ILSVRC2012_val_00001161.png,328,328,328,False,328,False
ILSVRC2012_val_00028454.png,329,329,720,True,329,False
ILSVRC2012_val_00036810.png,330,330,116,True,330,False
ILSVRC2012_val_00033548.png,331,331,332,True,331,False
ILSVRC2012_val_00023041.png,332,332,13,True,332,False
ILSVRC2012_val_00032730.png,333,333,956,True,435,True
ILSVRC2012_val_00013528.png,334,334,841,True,334,False
ILSVRC2012_val_00044646.png,335,335,358,True,335,False
ILSVRC2012_val_00038993.png,336,336,185,True,336,False
ILSVRC2012_val_00018582.png,337,337,300,True,300,True
ILSVRC2012_val_00003202.png,338,338,361,True,338,False
ILSVRC2012_val_00003675.png,339,339,263,True,339,False
ILSVRC2012_val_00017532.png,340,340,535,True,340,False
ILSVRC2012_val_00018423.png,341,341,341,False,341,False
ILSVRC2012_val_00026390.png,342,342,161,True,792,True
ILSVRC2012_val_00025142.png,343,343,37,True,44,True
ILSVRC2012_val_00025638.png,344,344,52,True,344,False
ILSVRC2012_val_00036081.png,345,345,368,True,368,True
ILSVRC2012_val_00004838.png,346,346,66,True,347,True
ILSVRC2012_val_00037946.png,347,347,344,True,344,True
ILSVRC2012_val_00032942.png,348,348,368,True,346,True
ILSVRC2012_val_00038653.png,349,349,704,True,229,True
ILSVRC2012_val_00039697.png,350,350,279,True,344,True
ILSVRC2012_val_00001885.png,351,351,806,True,351,False
ILSVRC2012_val_00017389.png,352,352,353,True,352,False
ILSVRC2012_val_00032385.png,353,353,354,True,353,False
ILSVRC2012_val_00046413.png,354,354,647,True,354,False
ILSVRC2012_val_00015861.png,355,355,213,True,355,False
ILSVRC2012_val_00001050.png,356,356,610,True,356,False
ILSVRC2012_val_00048496.png,357,357,371,True,357,False
ILSVRC2012_val_00005621.png,358,358,359,True,358,False
ILSVRC2012_val_00010052.png,359,359,360,True,360,True
ILSVRC2012_val_00036771.png,360,360,359,True,360,False
ILSVRC2012_val_00016202.png,361,361,1,True,361,False
ILSVRC2012_val_00000446.png,362,362,384,True,362,False
ILSVRC2012_val_00012860.png,363,363,193,True,363,False
ILSVRC2012_val_00018994.png,364,364,388,True,299,True
ILSVRC2012_val_00035990.png,365,365,77,True,77,True
ILSVRC2012_val_00047956.png,366,366,369,True,366,False
ILSVRC2012_val_00028177.png,367,367,368,True,368,True
ILSVRC2012_val_00008889.png,368,368,373,True,375,True
ILSVRC2012_val_00004058.png,369,369,375,True,375,True
ILSVRC2012_val_00008179.png,370,370,375,True,370,False
ILSVRC2012_val_00046645.png,371,371,381,True,371,False
ILSVRC2012_val_00007845.png,372,372,379,True,373,True
ILSVRC2012_val_00032732.png,373,373,853,True,373,False
ILSVRC2012_val_00045230.png,374,374,292,True,374,False
ILSVRC2012_val_00044914.png,375,375,382,True,382,True
ILSVRC2012_val_00028585.png,376,376,207,True,376,False
ILSVRC2012_val_00018749.png,377,377,938,True,377,False
ILSVRC2012_val_00006014.png,378,378,374,True,374,True
ILSVRC2012_val_00047365.png,379,379,378,True,379,False
ILSVRC2012_val_00007297.png,380,380,368,True,380,False
ILSVRC2012_val_00033927.png,381,381,91,True,22,True
ILSVRC2012_val_00026217.png,382,382,612,True,105,True
ILSVRC2012_val_00047853.png,383,383,381,True,383,False
ILSVRC2012_val_00001054.png,384,384,385,True,384,False
ILSVRC2012_val_00046745.png,385,385,139,True,385,False
ILSVRC2012_val_00040258.png,386,386,343,True,387,True
ILSVRC2012_val_00038578.png,387,387,174,True,387,False
ILSVRC2012_val_00014686.png,388,388,200,True,388,False
ILSVRC2012_val_00048200.png,389,389,298,True,218,True
ILSVRC2012_val_00012982.png,390,390,392,True,390,False
ILSVRC2012_val_00032579.png,391,391,330,True,330,True
ILSVRC2012_val_00047174.png,392,392,390,True,392,False
ILSVRC2012_val_00008724.png,393,393,600,True,393,False
ILSVRC2012_val_00034042.png,394,394,161,True,394,False
ILSVRC2012_val_00031255.png,395,395,794,True,395,False
ILSVRC2012_val_00033541.png,396,396,395,True,653,True
ILSVRC2012_val_00009165.png,397,397,330,True,397,False
ILSVRC2012_val_00019403.png,398,398,122,True,398,False
ILSVRC2012_val_00002148.png,399,399,892,True,892,True
ILSVRC2012_val_00005187.png,400,400,680,True,475,True
ILSVRC2012_val_00021881.png,401,401,440,True,401,False
ILSVRC2012_val_00013625.png,402,402,580,True,402,False
ILSVRC2012_val_00041930.png,403,403,775,True,403,False
ILSVRC2012_val_00033900.png,404,404,643,True,404,False
ILSVRC2012_val_00046971.png,405,405,872,True,405,False
ILSVRC2012_val_00010147.png,406,406,426,True,406,False
ILSVRC2012_val_00044658.png,407,407,699,True,407,False
ILSVRC2012_val_00024296.png,408,408,676,True,676,True
ILSVRC2012_val_00008360.png,409,409,610,True,409,False
ILSVRC2012_val_00015108.png,410,410,427,True,410,False
ILSVRC2012_val_00002391.png,411,411,520,True,709,True
ILSVRC2012_val_00042510.png,412,412,652,True,652,True
ILSVRC2012_val_00010877.png,413,413,726,True,413,False
ILSVRC2012_val_00014056.png,414,414,765,True,414,False
ILSVRC2012_val_00042327.png,415,415,391,True,415,False
ILSVRC2012_val_00021256.png,416,416,425,True,416,False
ILSVRC2012_val_00039129.png,417,417,423,True,603,True
ILSVRC2012_val_00040361.png,418,418,539,True,418,False
ILSVRC2012_val_00010497.png,419,419,624,True,624,True
ILSVRC2012_val_00006039.png,420,420,931,True,420,False
ILSVRC2012_val_00013131.png,421,421,651,True,421,False
ILSVRC2012_val_00023325.png,422,422,751,True,670,True
ILSVRC2012_val_00037608.png,423,423,732,True,423,False
ILSVRC2012_val_00043116.png,424,424,701,True,701,True
ILSVRC2012_val_00000076.png,425,425,416,True,861,True
ILSVRC2012_val_00019730.png,426,426,841,True,426,False
ILSVRC2012_val_00003043.png,427,427,547,True,427,False
ILSVRC2012_val_00000787.png,428,428,464,True,428,False
ILSVRC2012_val_00048739.png,429,429,707,True,707,True
ILSVRC2012_val_00026506.png,430,430,430,False,430,False
ILSVRC2012_val_00034473.png,431,431,516,True,431,False
ILSVRC2012_val_00047642.png,432,432,173,True,810,True
ILSVRC2012_val_00029252.png,433,433,590,True,433,False
ILSVRC2012_val_00039810.png,434,434,642,True,434,False
ILSVRC2012_val_00027792.png,435,435,722,True,722,True
ILSVRC2012_val_00028638.png,436,436,877,True,877,True
ILSVRC2012_val_00037160.png,437,437,718,True,437,False
ILSVRC2012_val_00035911.png,438,438,781,True,438,False
ILSVRC2012_val_00034097.png,439,439,740,True,648,True
ILSVRC2012_val_00025841.png,440,440,481,True,440,False
ILSVRC2012_val_00035507.png,441,441,970,True,441,False
ILSVRC2012_val_00039742.png,442,442,732,True,442,False
ILSVRC2012_val_00037196.png,443,443,498,True,498,True
ILSVRC2012_val_00013154.png,444,444,530,True,444,False
ILSVRC2012_val_00026250.png,445,445,871,True,445,False
ILSVRC2012_val_00029050.png,446,446,640,True,446,False
ILSVRC2012_val_00034050.png,447,447,922,True,922,True
ILSVRC2012_val_00046109.png,448,448,846,True,448,False
ILSVRC2012_val_00004330.png,449,449,699,True,498,True
ILSVRC2012_val_00021432.png,450,450,756,True,450,False
ILSVRC2012_val_00045079.png,451,451,411,True,493,True
ILSVRC2012_val_00033619.png,452,452,597,True,452,False
ILSVRC2012_val_00005523.png,453,453,364,True,364,True
ILSVRC2012_val_00003502.png,454,454,588,True,454,False
ILSVRC2012_val_00046690.png,455,455,866,True,866,True
ILSVRC2012_val_00021639.png,456,456,456,False,456,False
ILSVRC2012_val_00006182.png,457,457,10,True,457,False
ILSVRC2012_val_00039746.png,458,458,846,True,458,False
ILSVRC2012_val_00019749.png,459,459,435,True,459,False
ILSVRC2012_val_00029303.png,460,460,640,True,460,False
ILSVRC2012_val_00002469.png,461,461,976,True,461,False
ILSVRC2012_val_00039079.png,462,462,779,True,462,False
ILSVRC2012_val_00041911.png,463,463,463,False,463,False
ILSVRC2012_val_00022064.png,464,464,829,True,464,False
ILSVRC2012_val_00009444.png,465,465,675,True,675,True
ILSVRC2012_val_00031560.png,466,466,653,True,466,False
ILSVRC2012_val_00033558.png,467,467,492,True,467,False
ILSVRC2012_val_00019799.png,468,468,806,True,468,False
ILSVRC2012_val_00024931.png,469,469,691,True,469,False
ILSVRC2012_val_00009140.png,470,470,739,True,470,False
ILSVRC2012_val_00008717.png,471,471,863,True,471,False
ILSVRC2012_val_00032815.png,472,472,848,True,848,True
ILSVRC2012_val_00024906.png,473,473,779,True,473,False
ILSVRC2012_val_00015663.png,474,474,755,True,474,False
ILSVRC2012_val_00001299.png,475,475,462,True,475,False
ILSVRC2012_val_00012473.png,476,476,838,True,476,False
ILSVRC2012_val_00040917.png,477,477,866,True,866,True
ILSVRC2012_val_00030460.png,478,478,785,True,478,False
