filename,true_label,source_original_pred,source_adv_pred,source_attack_success,tf2torch_inception_v3_pred,tf2torch_inception_v3_fooled,tf2torch_inception_v4_pred,tf2torch_inception_v4_fooled,tf2torch_resnet_v2_101_pred,tf2torch_resnet_v2_101_fooled,tf2torch_inc_res_v2_pred,tf2torch_inc_res_v2_fooled,tf2torch_ens3_adv_inc_v3_pred,tf2torch_ens3_adv_inc_v3_fooled,tf2torch_ens4_adv_inc_v3_pred,tf2torch_ens4_adv_inc_v3_fooled,tf2torch_ens_adv_inc_res_v2_pred,tf2torch_ens_adv_inc_res_v2_fooled
ILSVRC2012_val_00017185.png,28,28,27,True,27,True,27,True,27,True,27,True,27,True,28,False,28,False
ILSVRC2012_val_00027931.png,29,29,26,True,26,True,29,False,29,False,29,False,29,False,29,False,29,False
ILSVRC2012_val_00013940.png,30,30,33,True,33,True,299,True,331,True,45,True,30,False,30,False,30,False
ILSVRC2012_val_00028352.png,31,31,33,True,33,True,31,False,31,False,31,False,31,False,31,False,31,False
ILSVRC2012_val_00043303.png,32,32,47,True,47,True,32,False,32,False,32,False,32,False,32,False,32,False
ILSVRC2012_val_00011303.png,33,33,27,True,27,True,33,False,33,False,33,False,33,False,33,False,33,False
ILSVRC2012_val_00041641.png,34,34,34,False,34,False,34,False,34,False,34,False,34,False,34,False,34,False
ILSVRC2012_val_00044755.png,35,35,362,True,362,True,35,False,35,False,35,False,144,True,35,False,35,False
ILSVRC2012_val_00013394.png,36,36,34,True,34,True,36,False,36,False,36,False,36,False,36,False,36,False
ILSVRC2012_val_00034770.png,37,37,290,True,493,True,290,True,63,True,124,True,124,True,34,True,34,True
ILSVRC2012_val_00027858.png,38,38,37,True,37,True,38,False,38,False,38,False,38,False,38,False,38,False
ILSVRC2012_val_00026793.png,39,39,43,True,43,True,43,True,43,True,43,True,39,False,39,False,39,False
ILSVRC2012_val_00033058.png,40,40,49,True,49,True,40,False,40,False,40,False,40,False,40,False,40,False
ILSVRC2012_val_00044996.png,41,41,40,True,40,True,41,False,48,True,47,True,41,False,41,False,41,False
ILSVRC2012_val_00042602.png,42,42,39,True,39,True,42,False,42,False,42,False,42,False,42,False,42,False
ILSVRC2012_val_00022247.png,43,43,49,True,49,True,49,True,49,True,43,False,43,False,43,False,43,False
ILSVRC2012_val_00044980.png,44,44,40,True,40,True,44,False,44,False,44,False,44,False,44,False,44,False
ILSVRC2012_val_00021786.png,45,45,50,True,51,True,45,False,45,False,45,False,45,False,45,False,45,False
ILSVRC2012_val_00047675.png,46,46,364,True,364,True,46,False,46,False,46,False,46,False,46,False,46,False
ILSVRC2012_val_00039203.png,47,47,48,True,48,True,47,False,47,False,48,True,47,False,47,False,47,False
ILSVRC2012_val_00017490.png,48,48,807,True,807,True,48,False,48,False,48,False,48,False,48,False,48,False
ILSVRC2012_val_00019652.png,49,49,51,True,51,True,49,False,49,False,51,True,49,False,49,False,49,False
ILSVRC2012_val_00035623.png,50,50,51,True,51,True,50,False,50,False,51,True,51,True,51,True,51,True
ILSVRC2012_val_00018666.png,51,51,50,True,50,True,50,True,50,True,50,True,50,True,50,True,50,True
ILSVRC2012_val_00027193.png,52,52,126,True,126,True,52,False,122,True,52,False,52,False,52,False,52,False
ILSVRC2012_val_00046257.png,53,53,28,True,28,True,27,True,53,False,27,True,53,False,53,False,53,False
ILSVRC2012_val_00031596.png,54,54,489,True,489,True,54,False,54,False,59,True,54,False,54,False,54,False
ILSVRC2012_val_00039732.png,55,55,56,True,56,True,55,False,55,False,55,False,67,True,55,False,55,False
ILSVRC2012_val_00030719.png,56,56,617,True,617,True,617,True,617,True,617,True,56,False,56,False,56,False
ILSVRC2012_val_00005676.png,57,57,57,False,57,False,57,False,57,False,57,False,57,False,57,False,57,False
ILSVRC2012_val_00006699.png,58,58,63,True,63,True,58,False,58,False,58,False,58,False,58,False,58,False
ILSVRC2012_val_00034970.png,59,59,122,True,122,True,59,False,59,False,59,False,59,False,59,False,59,False
ILSVRC2012_val_00002439.png,60,60,56,True,56,True,60,False,65,True,56,True,65,True,56,True,60,False
ILSVRC2012_val_00033547.png,61,61,55,True,55,True,55,True,55,True,55,True,55,True,61,False,61,False
ILSVRC2012_val_00013730.png,62,62,68,True,62,False,62,False,62,False,62,False,62,False,62,False,62,False
ILSVRC2012_val_00017927.png,63,63,62,True,62,True,63,False,62,True,63,False,63,False,62,True,63,False
ILSVRC2012_val_00049823.png,64,64,491,True,491,True,64,False,64,False,64,False,64,False,64,False,64,False
ILSVRC2012_val_00028197.png,65,56,330,True,330,True,59,True,65,False,61,True,65,False,942,True,65,False
ILSVRC2012_val_00000324.png,66,66,61,True,61,True,59,True,59,True,59,True,66,False,66,False,66,False
ILSVRC2012_val_00046538.png,67,67,68,True,68,True,68,True,67,False,67,False,69,True,67,False,67,False
ILSVRC2012_val_00038068.png,68,68,55,True,55,True,68,False,68,False,68,False,68,False,68,False,68,False
ILSVRC2012_val_00024609.png,69,69,67,True,67,True,69,False,69,False,69,False,69,False,69,False,69,False
ILSVRC2012_val_00015756.png,70,70,320,True,320,True,70,False,70,False,70,False,70,False,70,False,70,False
ILSVRC2012_val_00037311.png,71,71,320,True,320,True,71,False,71,False,311,True,71,False,71,False,71,False
ILSVRC2012_val_00043197.png,72,72,72,False,72,False,72,False,72,False,72,False,72,False,72,False,72,False
ILSVRC2012_val_00003008.png,73,73,75,True,75,True,75,True,73,False,73,False,73,False,73,False,73,False
ILSVRC2012_val_00023692.png,74,74,77,True,77,True,74,False,74,False,74,False,74,False,74,False,75,True
ILSVRC2012_val_00046384.png,75,75,816,True,816,True,75,False,75,False,75,False,75,False,75,False,75,False
ILSVRC2012_val_00016936.png,76,76,73,True,73,True,76,False,76,False,76,False,76,False,76,False,76,False
ILSVRC2012_val_00041311.png,77,77,74,True,74,True,74,True,77,False,77,False,77,False,77,False,77,False
ILSVRC2012_val_00010801.png,78,78,74,True,74,True,78,False,78,False,78,False,78,False,78,False,78,False
ILSVRC2012_val_00032783.png,79,79,74,True,74,True,79,False,79,False,79,False,79,False,79,False,79,False
ILSVRC2012_val_00005072.png,80,80,397,True,397,True,80,False,397,True,80,False,80,False,80,False,80,False
ILSVRC2012_val_00007126.png,81,81,146,True,146,True,81,False,81,False,84,True,81,False,81,False,81,False
ILSVRC2012_val_00009827.png,82,82,81,True,81,True,82,False,82,False,82,False,82,False,82,False,82,False
ILSVRC2012_val_00036573.png,83,83,82,True,82,True,83,False,83,False,83,False,83,False,83,False,83,False
ILSVRC2012_val_00033098.png,84,84,299,True,299,True,84,False,84,False,84,False,84,False,84,False,84,False
ILSVRC2012_val_00022767.png,85,85,139,True,139,True,85,False,85,False,85,False,85,False,85,False,85,False
ILSVRC2012_val_00043990.png,86,86,87,True,87,True,86,False,86,False,86,False,86,False,86,False,86,False
ILSVRC2012_val_00043041.png,87,87,430,True,430,True,87,False,87,False,87,False,87,False,87,False,87,False
ILSVRC2012_val_00049962.png,88,88,125,True,125,True,88,False,315,True,88,False,88,False,88,False,88,False
ILSVRC2012_val_00012864.png,89,89,90,True,90,True,89,False,89,False,89,False,89,False,89,False,89,False
ILSVRC2012_val_00041041.png,90,90,133,True,133,True,90,False,90,False,90,False,90,False,90,False,90,False
ILSVRC2012_val_00007778.png,91,91,89,True,89,True,91,False,91,False,91,False,91,False,91,False,91,False
ILSVRC2012_val_00044108.png,92,92,91,True,91,True,92,False,92,False,92,False,92,False,92,False,92,False
ILSVRC2012_val_00040014.png,93,93,14,True,14,True,13,True,14,True,95,True,93,False,93,False,93,False
ILSVRC2012_val_00048549.png,94,94,435,True,145,True,94,False,94,False,94,False,94,False,94,False,94,False
ILSVRC2012_val_00023796.png,95,95,19,True,19,True,95,False,95,False,95,False,95,False,95,False,95,False
ILSVRC2012_val_00011315.png,96,96,123,True,96,False,96,False,96,False,96,False,96,False,96,False,96,False
ILSVRC2012_val_00036354.png,97,97,97,False,94,True,97,False,97,False,97,False,97,False,97,False,97,False
ILSVRC2012_val_00022364.png,98,98,101,True,98,False,98,False,98,False,98,False,98,False,98,False,98,False
ILSVRC2012_val_00036162.png,99,99,144,True,144,True,99,False,99,False,99,False,99,False,99,False,99,False
ILSVRC2012_val_00029785.png,100,100,129,True,129,True,100,False,100,False,100,False,100,False,100,False,100,False
ILSVRC2012_val_00009998.png,101,101,10,True,10,True,101,False,101,False,101,False,101,False,101,False,101,False
ILSVRC2012_val_00036826.png,102,102,386,True,386,True,102,False,102,False,102,False,102,False,102,False,102,False
ILSVRC2012_val_00030772.png,103,103,335,True,335,True,103,False,103,False,103,False,103,False,103,False,103,False
ILSVRC2012_val_00042336.png,104,104,37,True,37,True,104,False,104,False,104,False,104,False,104,False,104,False
ILSVRC2012_val_00046362.png,105,105,332,True,332,True,105,False,331,True,105,False,105,False,105,False,105,False
ILSVRC2012_val_00015072.png,106,106,105,True,105,True,106,False,106,False,105,True,106,False,106,False,106,False
ILSVRC2012_val_00015717.png,107,107,374,True,374,True,107,False,270,True,107,False,373,True,107,False,107,False
ILSVRC2012_val_00038400.png,108,108,135,True,135,True,135,True,132,True,135,True,108,False,108,False,108,False
ILSVRC2012_val_00012332.png,109,109,116,True,116,True,116,True,109,False,116,True,109,False,109,False,109,False
ILSVRC2012_val_00017794.png,110,110,110,False,110,False,110,False,110,False,110,False,110,False,110,False,110,False
ILSVRC2012_val_00033409.png,111,111,66,True,66,True,111,False,111,False,111,False,111,False,66,True,111,False
ILSVRC2012_val_00026452.png,112,112,778,True,778,True,778,True,778,True,550,True,112,False,550,True,112,False
ILSVRC2012_val_00028654.png,113,113,108,True,108,True,108,True,6,True,113,False,113,False,113,False,113,False
ILSVRC2012_val_00030012.png,114,114,59,True,59,True,70,True,59,True,7,True,114,False,114,False,114,False
ILSVRC2012_val_00018757.png,115,115,114,True,114,True,114,True,115,False,114,True,115,False,115,False,115,False
ILSVRC2012_val_00008160.png,116,116,947,True,947,True,947,True,116,False,325,True,116,False,116,False,116,False
ILSVRC2012_val_00028345.png,117,117,999,True,999,True,117,False,117,False,117,False,117,False,117,False,117,False
ILSVRC2012_val_00034644.png,118,118,66,True,66,True,118,False,118,False,118,False,118,False,118,False,118,False
ILSVRC2012_val_00040764.png,119,119,120,True,120,True,119,False,119,False,119,False,119,False,119,False,119,False
ILSVRC2012_val_00011071.png,120,120,39,True,39,True,44,True,120,False,120,False,120,False,120,False,120,False
ILSVRC2012_val_00017911.png,121,121,79,True,79,True,125,True,121,False,121,False,121,False,121,False,121,False
ILSVRC2012_val_00023264.png,122,122,127,True,127,True,122,False,122,False,122,False,122,False,122,False,122,False
ILSVRC2012_val_00046975.png,123,123,125,True,125,True,123,False,123,False,123,False,123,False,123,False,123,False
ILSVRC2012_val_00012455.png,124,124,123,True,123,True,124,False,124,False,124,False,124,False,124,False,124,False
ILSVRC2012_val_00049661.png,125,125,80,True,80,True,125,False,127,True,127,True,127,True,80,True,125,False
ILSVRC2012_val_00031943.png,126,126,569,True,569,True,569,True,453,True,365,True,126,False,126,False,126,False
ILSVRC2012_val_00042774.png,127,127,80,True,80,True,127,False,127,False,127,False,119,True,789,True,127,False
ILSVRC2012_val_00026340.png,128,128,145,True,145,True,128,False,128,False,128,False,128,False,128,False,128,False
ILSVRC2012_val_00026338.png,129,129,128,True,129,False,129,False,129,False,129,False,129,False,129,False,129,False
ILSVRC2012_val_00013256.png,130,130,135,True,135,True,130,False,130,False,130,False,130,False,130,False,130,False
ILSVRC2012_val_00000356.png,131,131,129,True,129,True,128,True,128,True,128,True,128,True,131,False,131,False
ILSVRC2012_val_00033760.png,132,132,133,True,133,True,132,False,132,False,132,False,132,False,132,False,132,False
ILSVRC2012_val_00026861.png,133,133,128,True,128,True,133,False,133,False,133,False,133,False,133,False,133,False
ILSVRC2012_val_00042966.png,134,134,134,False,463,True,134,False,134,False,134,False,134,False,463,True,134,False
ILSVRC2012_val_00037379.png,135,135,81,True,81,True,135,False,135,False,135,False,135,False,135,False,135,False
ILSVRC2012_val_00019998.png,136,136,130,True,130,True,136,False,136,False,136,False,136,False,136,False,136,False
ILSVRC2012_val_00024020.png,137,137,129,True,129,True,137,False,137,False,129,True,137,False,137,False,137,False
ILSVRC2012_val_00006814.png,138,138,98,True,138,False,138,False,138,False,138,False,138,False,138,False,138,False
ILSVRC2012_val_00038522.png,139,139,10,True,10,True,139,False,139,False,139,False,139,False,139,False,139,False
ILSVRC2012_val_00042705.png,140,140,141,True,141,True,141,True,141,True,141,True,140,False,140,False,140,False
ILSVRC2012_val_00003964.png,141,141,143,True,143,True,141,False,141,False,141,False,141,False,141,False,141,False
ILSVRC2012_val_00000470.png,142,142,142,False,142,False,142,False,142,False,142,False,142,False,142,False,142,False
ILSVRC2012_val_00029913.png,143,143,142,True,142,True,143,False,143,False,143,False,143,False,143,False,143,False
ILSVRC2012_val_00011052.png,144,144,129,True,129,True,144,False,129,True,129,True,144,False,144,False,144,False
ILSVRC2012_val_00043841.png,145,145,22,True,22,True,145,False,145,False,145,False,145,False,145,False,145,False
ILSVRC2012_val_00047685.png,146,146,701,True,701,True,146,False,146,False,146,False,146,False,146,False,146,False
ILSVRC2012_val_00031023.png,147,147,144,True,144,True,147,False,147,False,147,False,147,False,147,False,147,False
ILSVRC2012_val_00041029.png,148,148,149,True,149,True,148,False,148,False,148,False,148,False,148,False,148,False
ILSVRC2012_val_00028941.png,149,149,293,True,293,True,293,True,293,True,149,False,977,True,977,True,977,True
ILSVRC2012_val_00022669.png,150,150,347,True,347,True,37,True,110,True,110,True,150,False,150,False,150,False
ILSVRC2012_val_00046758.png,151,151,150,True,150,True,150,True,150,True,150,True,5,True,5,True,5,True
ILSVRC2012_val_00039439.png,152,152,264,True,264,True,264,True,152,False,264,True,152,False,264,True,152,False
ILSVRC2012_val_00037960.png,153,153,155,True,155,True,155,True,153,False,155,True,153,False,155,True,153,False
ILSVRC2012_val_00039695.png,154,154,208,True,208,True,258,True,154,False,258,True,208,True,154,False,154,False
ILSVRC2012_val_00001069.png,155,155,263,True,263,True,263,True,263,True,263,True,155,False,155,False,155,False
ILSVRC2012_val_00012394.png,156,156,155,True,155,True,156,False,156,False,156,False,156,False,156,False,156,False
ILSVRC2012_val_00022521.png,157,157,157,False,157,False,157,False,157,False,157,False,157,False,157,False,157,False
ILSVRC2012_val_00028429.png,158,158,248,True,248,True,158,False,158,False,158,False,158,False,158,False,158,False
ILSVRC2012_val_00020963.png,159,159,264,True,264,True,159,False,152,True,254,True,159,False,159,False,159,False
ILSVRC2012_val_00017792.png,160,160,212,True,212,True,212,True,210,True,212,True,212,True,212,True,169,True
ILSVRC2012_val_00029056.png,161,161,225,True,225,True,161,False,161,False,161,False,161,False,161,False,161,False
ILSVRC2012_val_00025539.png,162,162,168,True,168,True,162,False,167,True,162,False,162,False,162,False,162,False
ILSVRC2012_val_00031220.png,163,163,167,True,167,True,167,True,163,False,163,False,163,False,163,False,163,False
ILSVRC2012_val_00044554.png,164,164,701,True,701,True,164,False,164,False,164,False,164,False,169,True,164,False
ILSVRC2012_val_00013962.png,165,165,211,True,211,True,211,True,211,True,211,True,211,True,165,False,211,True
ILSVRC2012_val_00045878.png,166,166,165,True,165,True,165,True,165,True,165,True,166,False,165,True,166,False
ILSVRC2012_val_00042394.png,167,167,163,True,163,True,163,True,163,True,163,True,163,True,163,True,167,False
ILSVRC2012_val_00018649.png,168,168,273,True,273,True,168,False,168,False,168,False,168,False,168,False,168,False
ILSVRC2012_val_00011176.png,169,169,212,True,212,True,212,True,212,True,212,True,169,False,169,False,169,False
ILSVRC2012_val_00040878.png,170,170,258,True,258,True,170,False,170,False,170,False,170,False,170,False,170,False
ILSVRC2012_val_00011311.png,171,171,266,True,266,True,266,True,266,True,266,True,171,False,171,False,171,False
ILSVRC2012_val_00012416.png,172,172,798,True,798,True,798,True,172,False,798,True,172,False,172,False,172,False
ILSVRC2012_val_00012644.png,173,173,244,True,244,True,173,False,173,False,173,False,173,False,173,False,173,False
ILSVRC2012_val_00004434.png,174,174,152,True,152,True,174,False,174,False,174,False,174,False,174,False,174,False
ILSVRC2012_val_00010665.png,175,175,280,True,280,True,175,False,175,False,175,False,175,False,175,False,175,False
ILSVRC2012_val_00002059.png,176,176,266,True,266,True,176,False,176,False,195,True,176,False,176,False,176,False
ILSVRC2012_val_00041908.png,177,177,159,True,159,True,172,True,177,False,177,False,159,True,177,False,177,False
ILSVRC2012_val_00031364.png,178,178,171,True,171,True,178,False,178,False,171,True,178,False,178,False,178,False
ILSVRC2012_val_00021668.png,179,179,247,True,247,True,247,True,247,True,247,True,179,False,247,True,179,False
ILSVRC2012_val_00000248.png,180,180,247,True,247,True,181,True,181,True,181,True,181,True,180,False,180,False
ILSVRC2012_val_00004947.png,181,181,243,True,243,True,181,False,181,False,243,True,181,False,181,False,181,False
ILSVRC2012_val_00004342.png,182,182,190,True,190,True,182,False,182,False,190,True,182,False,182,False,182,False
ILSVRC2012_val_00025302.png,183,183,243,True,243,True,181,True,244,True,244,True,244,True,183,False,183,False
ILSVRC2012_val_00001929.png,184,184,199,True,199,True,184,False,198,True,198,True,198,True,184,False,184,False
ILSVRC2012_val_00040915.png,185,185,192,True,192,True,192,True,190,True,192,True,185,False,185,False,185,False
ILSVRC2012_val_00014810.png,186,186,201,True,201,True,201,True,186,False,201,True,186,False,186,False,186,False
ILSVRC2012_val_00038457.png,187,187,266,True,266,True,190,True,187,False,190,True,187,False,187,False,187,False
ILSVRC2012_val_00044200.png,188,188,159,True,159,True,188,False,188,False,188,False,188,False,188,False,188,False
ILSVRC2012_val_00030776.png,189,189,217,True,217,True,217,True,217,True,204,True,189,False,189,False,189,False
ILSVRC2012_val_00004968.png,190,190,189,True,189,True,189,True,190,False,190,False,190,False,190,False,190,False
ILSVRC2012_val_00031845.png,191,191,268,True,268,True,191,False,191,False,191,False,191,False,191,False,191,False
ILSVRC2012_val_00042855.png,192,192,185,True,185,True,185,True,192,False,185,True,192,False,185,True,192,False
ILSVRC2012_val_00037723.png,193,193,204,True,200,True,193,False,193,False,193,False,193,False,193,False,193,False
ILSVRC2012_val_00032563.png,194,194,185,True,185,True,185,True,185,True,185,True,194,False,194,False,194,False
ILSVRC2012_val_00026267.png,195,195,201,True,201,True,195,False,195,False,195,False,195,False,195,False,195,False
ILSVRC2012_val_00004941.png,196,196,246,True,246,True,246,True,196,False,246,True,196,False,196,False,196,False
ILSVRC2012_val_00034118.png,197,197,199,True,199,True,197,False,197,False,197,False,197,False,197,False,197,False
ILSVRC2012_val_00032524.png,198,198,234,True,234,True,234,True,234,True,234,True,234,True,234,True,234,True
ILSVRC2012_val_00015592.png,199,199,200,True,200,True,199,False,199,False,199,False,199,False,199,False,199,False
ILSVRC2012_val_00003232.png,200,200,222,True,222,True,200,False,200,False,200,False,200,False,200,False,200,False
ILSVRC2012_val_00002630.png,201,201,339,True,339,True,201,False,201,False,156,True,153,True,201,False,201,False
ILSVRC2012_val_00033775.png,202,202,203,True,203,True,195,True,203,True,203,True,193,True,186,True,202,False
ILSVRC2012_val_00003198.png,203,203,185,True,185,True,185,True,203,False,203,False,203,False,185,True,203,False
ILSVRC2012_val_00027017.png,204,204,267,True,267,True,204,False,204,False,193,True,204,False,204,False,204,False
ILSVRC2012_val_00033763.png,205,205,156,True,156,True,205,False,205,False,205,False,205,False,205,False,205,False
ILSVRC2012_val_00013712.png,206,206,234,True,234,True,234,True,234,True,234,True,198,True,227,True,198,True
ILSVRC2012_val_00038920.png,207,207,222,True,222,True,222,True,222,True,222,True,222,True,207,False,207,False
ILSVRC2012_val_00034584.png,208,208,210,True,210,True,210,True,209,True,210,True,208,False,210,True,208,False
ILSVRC2012_val_00008346.png,209,209,210,True,210,True,210,True,210,True,210,True,210,True,209,False,209,False
ILSVRC2012_val_00040639.png,210,210,206,True,206,True,206,True,206,True,206,True,210,False,210,False,210,False
ILSVRC2012_val_00038044.png,211,211,177,True,177,True,211,False,165,True,211,False,177,True,211,False,211,False
ILSVRC2012_val_00017439.png,212,212,164,True,164,True,212,False,164,True,169,True,169,True,212,False,212,False
ILSVRC2012_val_00031785.png,213,213,252,True,252,True,252,True,252,True,213,False,252,True,213,False,213,False
ILSVRC2012_val_00009476.png,214,214,220,True,220,True,214,False,214,False,214,False,214,False,214,False,214,False
ILSVRC2012_val_00014745.png,215,215,268,True,268,True,268,True,267,True,267,True,266,True,267,True,215,False
ILSVRC2012_val_00013927.png,216,216,217,True,217,True,217,True,217,True,217,True,216,False,216,False,216,False
ILSVRC2012_val_00025471.png,217,217,213,True,213,True,213,True,217,False,217,False,217,False,217,False,217,False
ILSVRC2012_val_00014125.png,218,218,245,True,245,True,218,False,218,False,218,False,218,False,218,False,218,False
ILSVRC2012_val_00002353.png,219,219,216,True,216,True,216,True,216,True,216,True,216,True,219,False,219,False
ILSVRC2012_val_00041928.png,220,220,268,True,268,True,268,True,268,True,268,True,220,False,220,False,220,False
ILSVRC2012_val_00025181.png,221,221,245,True,245,True,221,False,221,False,221,False,221,False,221,False,221,False
ILSVRC2012_val_00047110.png,222,222,268,True,268,True,268,True,222,False,268,True,222,False,222,False,222,False
ILSVRC2012_val_00025006.png,223,223,213,True,213,True,213,True,213,True,213,True,223,False,223,False,213,True
ILSVRC2012_val_00013489.png,224,224,225,True,225,True,225,True,225,True,225,True,224,False,225,True,225,True
ILSVRC2012_val_00010928.png,225,225,356,True,356,True,222,True,227,True,222,True,225,False,225,False,225,False
ILSVRC2012_val_00011323.png,226,226,677,True,677,True,183,True,183,True,226,False,226,False,226,False,226,False
ILSVRC2012_val_00027053.png,227,227,201,True,201,True,227,False,201,True,227,False,227,False,227,False,227,False
ILSVRC2012_val_00043878.png,228,228,215,True,215,True,228,False,235,True,228,False,228,False,228,False,228,False
ILSVRC2012_val_00029214.png,229,229,229,False,229,False,229,False,229,False,229,False,229,False,229,False,229,False
ILSVRC2012_val_00030831.png,230,230,204,True,204,True,204,True,230,False,204,True,230,False,230,False,230,False
ILSVRC2012_val_00017879.png,231,231,232,True,232,True,231,False,231,False,231,False,231,False,231,False,231,False
ILSVRC2012_val_00027165.png,232,232,231,True,231,True,231,True,232,False,231,True,231,True,232,False,232,False
ILSVRC2012_val_00034069.png,233,233,268,True,268,True,233,False,233,False,233,False,233,False,233,False,233,False
ILSVRC2012_val_00016409.png,234,234,184,True,184,True,184,True,234,False,234,False,234,False,234,False,234,False
ILSVRC2012_val_00034429.png,235,235,241,True,241,True,237,True,235,False,235,False,235,False,235,False,235,False
ILSVRC2012_val_00024896.png,236,236,232,True,232,True,236,False,236,False,236,False,236,False,236,False,236,False
ILSVRC2012_val_00017646.png,237,237,159,True,159,True,237,False,237,False,237,False,237,False,237,False,237,False
ILSVRC2012_val_00035233.png,238,238,677,True,677,True,677,True,237,True,200,True,677,True,677,True,238,False
ILSVRC2012_val_00021196.png,239,239,165,True,165,True,165,True,165,True,165,True,165,True,239,False,242,True
ILSVRC2012_val_00005175.png,240,240,230,True,230,True,230,True,156,True,230,True,240,False,240,False,240,False
ILSVRC2012_val_00045080.png,241,241,239,True,239,True,239,True,239,True,239,True,239,True,239,True,241,False
ILSVRC2012_val_00032522.png,242,242,241,True,241,True,242,False,242,False,242,False,242,False,242,False,242,False
ILSVRC2012_val_00013856.png,243,243,246,True,246,True,243,False,243,False,243,False,243,False,243,False,243,False
ILSVRC2012_val_00017075.png,244,244,243,True,243,True,243,True,243,True,243,True,244,False,243,True,244,False
ILSVRC2012_val_00043131.png,245,245,235,True,235,True,245,False,245,False,235,True,245,False,245,False,245,False
ILSVRC2012_val_00026918.png,246,246,152,True,152,True,246,False,246,False,246,False,246,False,246,False,246,False
ILSVRC2012_val_00043452.png,247,247,213,True,213,True,247,False,247,False,213,True,247,False,247,False,247,False
ILSVRC2012_val_00002609.png,248,248,256,True,256,True,256,True,248,False,248,False,248,False,248,False,248,False
ILSVRC2012_val_00009157.png,249,249,250,True,250,True,250,True,251,True,250,True,251,True,251,True,251,True
ILSVRC2012_val_00009416.png,250,250,270,True,270,True,250,False,250,False,270,True,250,False,250,False,250,False
ILSVRC2012_val_00044104.png,251,251,634,True,634,True,152,True,824,True,286,True,285,True,251,False,172,True
ILSVRC2012_val_00022581.png,252,252,677,True,677,True,677,True,252,False,252,False,252,False,252,False,252,False
