filename,true_label,source_original_pred,source_adv_pred,source_attack_success,tf2torch_inception_v3_pred,tf2torch_inception_v3_fooled,tf2torch_inception_v4_pred,tf2torch_inception_v4_fooled,tf2torch_resnet_v2_50_pred,tf2torch_resnet_v2_50_fooled,tf2torch_resnet_v2_101_pred,tf2torch_resnet_v2_101_fooled,tf2torch_resnet_v2_152_pred,tf2torch_resnet_v2_152_fooled,tf2torch_inc_res_v2_pred,tf2torch_inc_res_v2_fooled,tf2torch_adv_inception_v3_pred,tf2torch_adv_inception_v3_fooled,tf2torch_ens3_adv_inc_v3_pred,tf2torch_ens3_adv_inc_v3_fooled,tf2torch_ens4_adv_inc_v3_pred,tf2torch_ens4_adv_inc_v3_fooled,tf2torch_ens_adv_inc_res_v2_pred,tf2torch_ens_adv_inc_res_v2_fooled
ILSVRC2012_val_00013393.png,22,22,905,True,905,True,558,True,668,True,558,True,790,True,24,True,558,True,917,True,558,True,113,True
ILSVRC2012_val_00040474.png,23,23,668,True,668,True,668,True,668,True,668,True,558,True,668,True,438,True,668,True,668,True,449,True
ILSVRC2012_val_00022165.png,24,24,13,True,13,True,22,True,917,True,190,True,283,True,300,True,186,True,374,True,186,True,917,True
ILSVRC2012_val_00000318.png,25,25,744,True,744,True,751,True,384,True,717,True,906,True,717,True,751,True,729,True,744,True,905,True
ILSVRC2012_val_00012588.png,26,26,860,True,860,True,905,True,906,True,906,True,751,True,717,True,906,True,905,True,717,True,905,True
ILSVRC2012_val_00007561.png,27,27,905,True,905,True,800,True,790,True,751,True,751,True,800,True,905,True,790,True,800,True,905,True
ILSVRC2012_val_00017185.png,28,28,905,True,905,True,696,True,905,True,905,True,751,True,696,True,905,True,905,True,696,True,905,True
ILSVRC2012_val_00027931.png,29,29,641,True,641,True,744,True,501,True,744,True,501,True,459,True,501,True,459,True,459,True,744,True
ILSVRC2012_val_00013940.png,30,30,458,True,458,True,751,True,751,True,751,True,751,True,905,True,906,True,906,True,905,True,905,True
ILSVRC2012_val_00028352.png,31,31,696,True,696,True,905,True,905,True,584,True,905,True,744,True,905,True,905,True,744,True,905,True
ILSVRC2012_val_00043303.png,32,32,635,True,635,True,635,True,510,True,905,True,695,True,520,True,345,True,695,True,510,True,520,True
ILSVRC2012_val_00011303.png,33,33,20,True,20,True,378,True,905,True,584,True,917,True,913,True,917,True,913,True,744,True,336,True
ILSVRC2012_val_00041641.png,34,34,614,True,614,True,800,True,790,True,790,True,905,True,800,True,905,True,906,True,906,True,905,True
ILSVRC2012_val_00044755.png,35,35,800,True,800,True,800,True,905,True,906,True,905,True,800,True,800,True,906,True,744,True,906,True
ILSVRC2012_val_00013394.png,36,36,906,True,906,True,913,True,751,True,751,True,717,True,913,True,906,True,906,True,906,True,905,True
ILSVRC2012_val_00034770.png,37,37,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True,665,True
ILSVRC2012_val_00027858.png,38,38,816,True,816,True,905,True,905,True,751,True,905,True,905,True,905,True,905,True,751,True,905,True
ILSVRC2012_val_00026793.png,39,39,113,True,113,True,274,True,113,True,113,True,917,True,274,True,113,True,113,True,113,True,917,True
ILSVRC2012_val_00033058.png,40,40,905,True,905,True,905,True,905,True,584,True,906,True,905,True,905,True,906,True,906,True,905,True
ILSVRC2012_val_00044996.png,41,41,852,True,852,True,905,True,790,True,790,True,751,True,906,True,800,True,599,True,906,True,905,True
ILSVRC2012_val_00042602.png,42,42,906,True,906,True,600,True,466,True,906,True,906,True,411,True,905,True,906,True,459,True,905,True
ILSVRC2012_val_00022247.png,43,43,751,True,751,True,906,True,906,True,906,True,917,True,905,True,906,True,906,True,906,True,905,True
ILSVRC2012_val_00044980.png,44,44,906,True,906,True,905,True,751,True,751,True,906,True,905,True,905,True,906,True,906,True,905,True
ILSVRC2012_val_00021786.png,45,45,751,True,751,True,751,True,751,True,751,True,751,True,751,True,905,True,751,True,751,True,751,True
ILSVRC2012_val_00047675.png,46,46,905,True,905,True,906,True,906,True,905,True,905,True,905,True,905,True,906,True,905,True,905,True
ILSVRC2012_val_00039203.png,47,47,906,True,906,True,751,True,751,True,751,True,751,True,905,True,905,True,906,True,906,True,905,True
ILSVRC2012_val_00017490.png,48,48,63,True,63,True,825,True,491,True,491,True,491,True,491,True,825,True,825,True,491,True,491,True
ILSVRC2012_val_00019652.png,49,49,744,True,744,True,458,True,751,True,458,True,458,True,40,True,905,True,807,True,458,True,40,True
ILSVRC2012_val_00035623.png,50,50,905,True,905,True,800,True,790,True,790,True,905,True,695,True,905,True,906,True,906,True,905,True
ILSVRC2012_val_00018666.png,51,51,905,True,905,True,744,True,826,True,826,True,751,True,751,True,905,True,826,True,751,True,751,True
ILSVRC2012_val_00027193.png,52,52,906,True,906,True,906,True,906,True,905,True,906,True,906,True,458,True,906,True,744,True,905,True
ILSVRC2012_val_00046257.png,53,53,905,True,905,True,913,True,751,True,751,True,906,True,905,True,905,True,905,True,905,True,905,True
ILSVRC2012_val_00031596.png,54,54,905,True,905,True,751,True,751,True,905,True,751,True,905,True,905,True,906,True,905,True,905,True
ILSVRC2012_val_00039732.png,55,55,751,True,751,True,751,True,751,True,751,True,751,True,751,True,751,True,790,True,906,True,751,True
ILSVRC2012_val_00030719.png,56,56,905,True,905,True,744,True,751,True,751,True,790,True,906,True,795,True,906,True,905,True,905,True
ILSVRC2012_val_00005676.png,57,57,458,True,458,True,458,True,751,True,751,True,751,True,751,True,612,True,612,True,751,True,751,True
ILSVRC2012_val_00006699.png,58,58,905,True,905,True,800,True,695,True,905,True,906,True,854,True,905,True,906,True,751,True,905,True
ILSVRC2012_val_00034970.png,59,59,906,True,906,True,905,True,906,True,906,True,906,True,906,True,906,True,906,True,906,True,905,True
ILSVRC2012_val_00002439.png,60,60,790,True,790,True,905,True,790,True,550,True,790,True,906,True,790,True,665,True,801,True,905,True
ILSVRC2012_val_00033547.png,61,61,906,True,906,True,800,True,751,True,751,True,751,True,790,True,790,True,906,True,906,True,905,True
ILSVRC2012_val_00013730.png,62,62,55,True,55,True,62,False,751,True,584,True,751,True,62,False,550,True,913,True,744,True,458,True
ILSVRC2012_val_00017927.png,63,63,905,True,905,True,751,True,751,True,751,True,751,True,905,True,905,True,906,True,906,True,905,True
ILSVRC2012_val_00049823.png,64,64,905,True,905,True,905,True,790,True,905,True,790,True,790,True,790,True,905,True,790,True,905,True
ILSVRC2012_val_00028197.png,65,65,751,True,751,True,751,True,751,True,906,True,458,True,906,True,751,True,906,True,906,True,906,True
ILSVRC2012_val_00000324.png,66,66,790,True,790,True,790,True,790,True,790,True,790,True,790,True,790,True,800,True,790,True,790,True
ILSVRC2012_val_00046538.png,67,67,905,True,905,True,68,True,751,True,826,True,751,True,905,True,905,True,826,True,905,True,905,True
ILSVRC2012_val_00038068.png,68,68,906,True,906,True,68,False,905,True,906,True,906,True,68,False,905,True,906,True,906,True,68,False
ILSVRC2012_val_00024609.png,69,69,734,True,734,True,42,True,793,True,501,True,501,True,793,True,501,True,734,True,826,True,678,True
ILSVRC2012_val_00015756.png,70,70,905,True,905,True,683,True,751,True,717,True,751,True,717,True,905,True,717,True,717,True,905,True
ILSVRC2012_val_00037311.png,71,71,614,True,614,True,311,True,581,True,581,True,645,True,854,True,581,True,581,True,581,True,999,True
ILSVRC2012_val_00043197.png,72,72,744,True,744,True,751,True,751,True,751,True,751,True,744,True,905,True,751,True,751,True,905,True
ILSVRC2012_val_00003008.png,73,73,13,True,13,True,312,True,905,True,917,True,16,True,905,True,917,True,917,True,905,True,74,True
ILSVRC2012_val_00023692.png,74,74,892,True,892,True,696,True,908,True,696,True,441,True,908,True,908,True,908,True,647,True,854,True
ILSVRC2012_val_00046384.png,75,75,917,True,917,True,550,True,550,True,816,True,917,True,917,True,550,True,917,True,917,True,917,True
ILSVRC2012_val_00016936.png,76,76,795,True,795,True,905,True,906,True,665,True,790,True,795,True,917,True,917,True,795,True,795,True
ILSVRC2012_val_00041311.png,77,77,906,True,906,True,906,True,906,True,906,True,906,True,906,True,906,True,906,True,906,True,906,True
ILSVRC2012_val_00010801.png,78,78,311,True,311,True,311,True,311,True,311,True,311,True,311,True,311,True,311,True,311,True,311,True
ILSVRC2012_val_00032783.png,79,79,751,True,751,True,751,True,751,True,917,True,751,True,751,True,917,True,550,True,751,True,751,True
ILSVRC2012_val_00005072.png,80,80,855,True,855,True,855,True,906,True,695,True,906,True,426,True,795,True,695,True,695,True,645,True
ILSVRC2012_val_00007126.png,81,81,790,True,790,True,905,True,790,True,790,True,790,True,905,True,905,True,790,True,790,True,790,True
ILSVRC2012_val_00009827.png,82,82,906,True,906,True,906,True,905,True,906,True,905,True,905,True,905,True,905,True,905,True,905,True
ILSVRC2012_val_00036573.png,83,83,696,True,696,True,913,True,905,True,905,True,905,True,696,True,600,True,411,True,600,True,600,True
ILSVRC2012_val_00033098.png,84,84,291,True,291,True,294,True,905,True,905,True,905,True,905,True,289,True,906,True,906,True,294,True
ILSVRC2012_val_00022767.png,85,85,18,True,18,True,85,False,795,True,558,True,795,True,85,False,558,True,558,True,907,True,905,True
ILSVRC2012_val_00043990.png,86,86,906,True,906,True,913,True,751,True,905,True,905,True,86,False,906,True,906,True,906,True,905,True
ILSVRC2012_val_00043041.png,87,87,866,True,866,True,905,True,789,True,789,True,917,True,789,True,665,True,789,True,789,True,12,True
ILSVRC2012_val_00049962.png,88,88,458,True,458,True,751,True,751,True,751,True,751,True,907,True,458,True,729,True,907,True,907,True
ILSVRC2012_val_00012864.png,89,89,751,True,751,True,751,True,751,True,751,True,917,True,717,True,617,True,751,True,751,True,825,True
ILSVRC2012_val_00041041.png,90,90,411,True,411,True,411,True,729,True,717,True,1000,True,717,True,717,True,717,True,717,True,411,True
ILSVRC2012_val_00007778.png,91,91,458,True,458,True,751,True,751,True,751,True,751,True,751,True,905,True,722,True,751,True,751,True
ILSVRC2012_val_00044108.png,92,92,905,True,905,True,905,True,581,True,751,True,905,True,905,True,917,True,905,True,905,True,905,True
ILSVRC2012_val_00040014.png,93,93,13,True,13,True,13,True,717,True,89,True,917,True,15,True,665,True,717,True,744,True,93,False
ILSVRC2012_val_00048549.png,94,94,852,True,852,True,912,True,751,True,751,True,751,True,852,True,906,True,852,True,906,True,458,True
ILSVRC2012_val_00023796.png,95,95,906,True,906,True,905,True,906,True,800,True,800,True,800,True,800,True,906,True,800,True,905,True
ILSVRC2012_val_00011315.png,96,96,454,True,454,True,795,True,625,True,917,True,800,True,454,True,917,True,550,True,454,True,458,True
ILSVRC2012_val_00036354.png,97,97,906,True,906,True,717,True,751,True,717,True,906,True,717,True,906,True,906,True,717,True,717,True
ILSVRC2012_val_00022364.png,98,98,341,True,341,True,751,True,751,True,751,True,751,True,751,True,852,True,458,True,665,True,905,True
ILSVRC2012_val_00036162.png,99,99,905,True,905,True,23,True,899,True,906,True,917,True,800,True,665,True,917,True,906,True,976,True
ILSVRC2012_val_00029785.png,100,100,668,True,668,True,100,False,668,True,668,True,668,True,100,False,668,True,100,False,100,False,100,False
ILSVRC2012_val_00009998.png,101,101,696,True,696,True,744,True,744,True,744,True,558,True,744,True,905,True,744,True,800,True,744,True
ILSVRC2012_val_00036826.png,102,102,458,True,458,True,386,True,751,True,387,True,387,True,387,True,906,True,906,True,906,True,387,True
ILSVRC2012_val_00030772.png,103,103,744,True,744,True,744,True,744,True,744,True,919,True,905,True,520,True,826,True,422,True,905,True
ILSVRC2012_val_00042336.png,104,104,790,True,790,True,905,True,906,True,790,True,906,True,790,True,906,True,906,True,790,True,790,True
ILSVRC2012_val_00046362.png,105,105,906,True,906,True,906,True,906,True,906,True,906,True,906,True,906,True,906,True,906,True,906,True
ILSVRC2012_val_00015072.png,106,106,744,True,744,True,905,True,906,True,905,True,905,True,906,True,906,True,906,True,906,True,905,True
ILSVRC2012_val_00015717.png,107,107,458,True,458,True,635,True,510,True,826,True,905,True,826,True,866,True,887,True,905,True,416,True
ILSVRC2012_val_00038400.png,108,108,905,True,905,True,905,True,905,True,905,True,665,True,905,True,905,True,905,True,905,True,665,True
ILSVRC2012_val_00012332.png,109,109,906,True,906,True,906,True,751,True,751,True,906,True,695,True,558,True,906,True,751,True,905,True
ILSVRC2012_val_00017794.png,110,110,110,False,110,False,110,False,110,False,110,False,110,False,110,False,905,True,110,False,790,True,905,True
ILSVRC2012_val_00033409.png,111,111,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True,906,True,905,True
ILSVRC2012_val_00026452.png,112,112,919,True,919,True,782,True,744,True,531,True,782,True,790,True,917,True,919,True,919,True,665,True
ILSVRC2012_val_00028654.png,113,113,852,True,852,True,906,True,906,True,906,True,906,True,906,True,906,True,906,True,906,True,906,True
ILSVRC2012_val_00030012.png,114,114,905,True,905,True,905,True,729,True,905,True,906,True,906,True,729,True,906,True,729,True,795,True
ILSVRC2012_val_00018757.png,115,115,906,True,906,True,751,True,751,True,751,True,751,True,905,True,906,True,905,True,906,True,905,True
ILSVRC2012_val_00008160.png,116,116,906,True,906,True,906,True,906,True,751,True,906,True,906,True,906,True,906,True,906,True,906,True
ILSVRC2012_val_00028345.png,117,117,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True,906,True,905,True,905,True
ILSVRC2012_val_00034644.png,118,118,905,True,905,True,751,True,751,True,906,True,906,True,293,True,905,True,906,True,906,True,293,True
ILSVRC2012_val_00040764.png,119,119,751,True,751,True,693,True,751,True,751,True,751,True,510,True,923,True,550,True,751,True,510,True
ILSVRC2012_val_00011071.png,120,120,905,True,905,True,459,True,459,True,751,True,905,True,826,True,906,True,905,True,919,True,641,True
ILSVRC2012_val_00017911.png,121,121,930,True,930,True,950,True,751,True,751,True,751,True,416,True,917,True,500,True,907,True,917,True
ILSVRC2012_val_00023264.png,122,122,751,True,751,True,693,True,510,True,751,True,751,True,510,True,510,True,550,True,717,True,751,True
ILSVRC2012_val_00046975.png,123,123,458,True,458,True,906,True,790,True,906,True,906,True,906,True,906,True,906,True,906,True,908,True
ILSVRC2012_val_00012455.png,124,124,905,True,905,True,905,True,744,True,647,True,906,True,905,True,906,True,905,True,919,True,422,True
ILSVRC2012_val_00049661.png,125,125,458,True,458,True,905,True,906,True,906,True,751,True,906,True,905,True,906,True,744,True,905,True
ILSVRC2012_val_00031943.png,126,126,906,True,906,True,905,True,906,True,906,True,906,True,906,True,906,True,906,True,906,True,906,True
ILSVRC2012_val_00042774.png,127,127,790,True,790,True,919,True,795,True,917,True,790,True,717,True,790,True,717,True,790,True,717,True
ILSVRC2012_val_00026340.png,128,128,668,True,668,True,668,True,558,True,668,True,558,True,128,False,668,True,668,True,668,True,668,True
ILSVRC2012_val_00026338.png,129,129,790,True,790,True,905,True,906,True,751,True,917,True,906,True,906,True,906,True,906,True,905,True
ILSVRC2012_val_00013256.png,130,130,906,True,906,True,800,True,906,True,906,True,906,True,130,False,906,True,906,True,906,True,906,True
ILSVRC2012_val_00000356.png,131,131,905,True,905,True,905,True,790,True,800,True,800,True,905,True,800,True,800,True,905,True,905,True
ILSVRC2012_val_00033760.png,132,132,906,True,906,True,905,True,751,True,751,True,906,True,458,True,906,True,906,True,906,True,458,True
ILSVRC2012_val_00026861.png,133,133,668,True,668,True,550,True,906,True,147,True,783,True,22,True,558,True,668,True,550,True,100,True
ILSVRC2012_val_00042966.png,134,134,854,True,854,True,854,True,854,True,854,True,854,True,854,True,854,True,854,True,854,True,854,True
ILSVRC2012_val_00037379.png,135,135,521,True,521,True,751,True,751,True,751,True,917,True,717,True,722,True,558,True,615,True,751,True
ILSVRC2012_val_00019998.png,136,136,905,True,905,True,905,True,751,True,751,True,917,True,454,True,905,True,906,True,744,True,905,True
ILSVRC2012_val_00024020.png,137,137,800,True,800,True,744,True,790,True,790,True,906,True,905,True,905,True,905,True,906,True,905,True
ILSVRC2012_val_00006814.png,138,138,458,True,458,True,729,True,729,True,751,True,751,True,751,True,701,True,729,True,751,True,751,True
ILSVRC2012_val_00038522.png,139,139,704,True,704,True,913,True,913,True,704,True,704,True,913,True,826,True,913,True,717,True,581,True
ILSVRC2012_val_00042705.png,140,140,12,True,12,True,800,True,751,True,717,True,751,True,906,True,917,True,906,True,717,True,917,True
ILSVRC2012_val_00003964.png,141,141,905,True,905,True,717,True,905,True,906,True,906,True,905,True,905,True,905,True,717,True,905,True
ILSVRC2012_val_00000470.png,142,142,917,True,917,True,907,True,550,True,917,True,917,True,142,False,917,True,558,True,790,True,917,True
ILSVRC2012_val_00029913.png,143,143,800,True,800,True,717,True,800,True,800,True,800,True,800,True,800,True,800,True,800,True,905,True
ILSVRC2012_val_00011052.png,144,144,905,True,905,True,913,True,751,True,751,True,751,True,458,True,751,True,906,True,905,True,558,True
ILSVRC2012_val_00043841.png,145,145,800,True,800,True,905,True,717,True,550,True,800,True,800,True,717,True,717,True,558,True,665,True
ILSVRC2012_val_00047685.png,146,146,458,True,458,True,751,True,751,True,751,True,906,True,458,True,558,True,807,True,906,True,906,True
ILSVRC2012_val_00031023.png,147,147,905,True,905,True,751,True,751,True,751,True,751,True,905,True,906,True,800,True,906,True,905,True
ILSVRC2012_val_00041029.png,148,148,704,True,704,True,704,True,461,True,461,True,704,True,695,True,461,True,704,True,695,True,704,True
ILSVRC2012_val_00028941.png,149,149,704,True,704,True,704,True,704,True,704,True,704,True,704,True,704,True,704,True,704,True,695,True
ILSVRC2012_val_00022669.png,150,150,790,True,790,True,800,True,800,True,790,True,800,True,905,True,790,True,906,True,790,True,905,True
ILSVRC2012_val_00046758.png,151,151,852,True,852,True,906,True,869,True,906,True,531,True,906,True,906,True,665,True,905,True,905,True
ILSVRC2012_val_00039439.png,152,152,458,True,458,True,751,True,751,True,751,True,917,True,751,True,851,True,790,True,297,True,905,True
ILSVRC2012_val_00037960.png,153,153,906,True,906,True,913,True,906,True,906,True,906,True,905,True,906,True,906,True,704,True,906,True
ILSVRC2012_val_00039695.png,154,154,458,True,458,True,751,True,751,True,751,True,917,True,906,True,906,True,906,True,906,True,906,True
ILSVRC2012_val_00001069.png,155,155,458,True,458,True,751,True,751,True,751,True,751,True,751,True,458,True,894,True,751,True,906,True
ILSVRC2012_val_00012394.png,156,156,458,True,458,True,569,True,751,True,751,True,917,True,751,True,917,True,906,True,906,True,917,True
ILSVRC2012_val_00022521.png,157,157,458,True,458,True,157,False,366,True,751,True,917,True,219,True,152,True,219,True,216,True,254,True
ILSVRC2012_val_00028429.png,158,158,618,True,618,True,717,True,717,True,906,True,701,True,729,True,717,True,906,True,717,True,906,True
ILSVRC2012_val_00020963.png,159,159,558,True,558,True,458,True,688,True,795,True,922,True,458,True,458,True,558,True,795,True,558,True
ILSVRC2012_val_00017792.png,160,160,906,True,906,True,751,True,751,True,790,True,558,True,906,True,860,True,906,True,905,True,905,True
ILSVRC2012_val_00029056.png,161,161,744,True,744,True,744,True,744,True,751,True,751,True,744,True,751,True,751,True,459,True,751,True
ILSVRC2012_val_00025539.png,162,162,520,True,520,True,162,False,520,True,520,True,751,True,162,False,851,True,906,True,520,True,520,True
ILSVRC2012_val_00031220.png,163,163,458,True,458,True,751,True,751,True,751,True,751,True,717,True,838,True,751,True,550,True,869,True
ILSVRC2012_val_00044554.png,164,164,458,True,458,True,701,True,983,True,1000,True,701,True,751,True,458,True,550,True,744,True,1000,True
ILSVRC2012_val_00013962.png,165,165,458,True,458,True,696,True,751,True,913,True,751,True,913,True,461,True,913,True,520,True,647,True
ILSVRC2012_val_00045878.png,166,166,906,True,906,True,905,True,751,True,717,True,422,True,905,True,906,True,906,True,906,True,905,True
ILSVRC2012_val_00042394.png,167,167,458,True,458,True,744,True,744,True,717,True,717,True,717,True,717,True,744,True,471,True,905,True
ILSVRC2012_val_00018649.png,168,168,905,True,905,True,751,True,751,True,751,True,790,True,906,True,905,True,906,True,744,True,913,True
ILSVRC2012_val_00011176.png,169,169,458,True,458,True,751,True,751,True,420,True,751,True,905,True,905,True,907,True,906,True,905,True
ILSVRC2012_val_00040878.png,170,170,907,True,907,True,907,True,907,True,917,True,917,True,917,True,907,True,907,True,907,True,917,True
ILSVRC2012_val_00011311.png,171,171,717,True,717,True,751,True,751,True,717,True,558,True,717,True,425,True,717,True,695,True,717,True
ILSVRC2012_val_00012416.png,172,172,458,True,458,True,458,True,458,True,173,True,417,True,458,True,399,True,917,True,801,True,917,True
ILSVRC2012_val_00012644.png,173,173,905,True,905,True,781,True,530,True,173,False,751,True,151,True,113,True,100,True,275,True,274,True
ILSVRC2012_val_00004434.png,174,174,906,True,906,True,751,True,722,True,701,True,751,True,521,True,795,True,895,True,520,True,911,True
ILSVRC2012_val_00010665.png,175,175,458,True,458,True,751,True,751,True,722,True,751,True,751,True,458,True,384,True,906,True,905,True
ILSVRC2012_val_00002059.png,176,176,717,True,717,True,959,True,751,True,959,True,917,True,913,True,650,True,913,True,650,True,913,True
ILSVRC2012_val_00041908.png,177,177,668,True,668,True,742,True,751,True,751,True,751,True,97,True,751,True,668,True,751,True,795,True
ILSVRC2012_val_00031364.png,178,178,906,True,906,True,751,True,751,True,751,True,917,True,913,True,729,True,906,True,905,True,905,True
ILSVRC2012_val_00021668.png,179,179,906,True,906,True,906,True,906,True,906,True,906,True,905,True,905,True,906,True,906,True,905,True
ILSVRC2012_val_00000248.png,180,180,384,True,384,True,913,True,913,True,913,True,744,True,384,True,744,True,913,True,744,True,913,True
ILSVRC2012_val_00004947.png,181,181,458,True,458,True,905,True,751,True,722,True,751,True,458,True,751,True,825,True,751,True,458,True
ILSVRC2012_val_00004342.png,182,182,906,True,906,True,751,True,751,True,905,True,906,True,906,True,906,True,906,True,906,True,905,True
ILSVRC2012_val_00025302.png,183,183,906,True,906,True,906,True,906,True,905,True,906,True,905,True,906,True,906,True,906,True,905,True
ILSVRC2012_val_00001929.png,184,184,744,True,744,True,905,True,717,True,717,True,906,True,906,True,665,True,717,True,454,True,905,True
ILSVRC2012_val_00040915.png,185,185,458,True,458,True,751,True,751,True,751,True,917,True,906,True,917,True,751,True,751,True,917,True
ILSVRC2012_val_00014810.png,186,186,751,True,751,True,161,True,751,True,751,True,751,True,186,False,751,True,751,True,751,True,751,True
ILSVRC2012_val_00038457.png,187,187,906,True,906,True,569,True,906,True,906,True,917,True,906,True,906,True,906,True,906,True,906,True
ILSVRC2012_val_00044200.png,188,188,458,True,458,True,751,True,751,True,751,True,751,True,553,True,906,True,722,True,917,True,905,True
ILSVRC2012_val_00030776.png,189,189,384,True,384,True,258,True,490,True,905,True,905,True,490,True,905,True,271,True,906,True,905,True
ILSVRC2012_val_00004968.png,190,190,906,True,906,True,161,True,751,True,751,True,751,True,193,True,751,True,751,True,751,True,905,True
ILSVRC2012_val_00031845.png,191,191,717,True,717,True,717,True,717,True,717,True,1000,True,717,True,717,True,751,True,717,True,751,True
ILSVRC2012_val_00042855.png,192,192,959,True,959,True,569,True,751,True,751,True,569,True,886,True,959,True,906,True,635,True,751,True
ILSVRC2012_val_00037723.png,193,193,341,True,341,True,186,True,183,True,569,True,917,True,186,True,917,True,202,True,186,True,917,True
ILSVRC2012_val_00032563.png,194,194,751,True,751,True,751,True,751,True,751,True,751,True,751,True,917,True,751,True,751,True,751,True
ILSVRC2012_val_00026267.png,195,195,458,True,458,True,569,True,751,True,751,True,917,True,188,True,297,True,751,True,906,True,751,True
ILSVRC2012_val_00004941.png,196,196,458,True,458,True,751,True,751,True,722,True,751,True,887,True,458,True,744,True,751,True,905,True
ILSVRC2012_val_00034118.png,197,197,458,True,458,True,751,True,751,True,751,True,751,True,751,True,458,True,912,True,751,True,751,True
ILSVRC2012_val_00032524.png,198,198,905,True,905,True,913,True,905,True,905,True,906,True,905,True,905,True,906,True,744,True,905,True
ILSVRC2012_val_00015592.png,199,199,906,True,906,True,913,True,913,True,905,True,917,True,913,True,293,True,913,True,913,True,913,True
ILSVRC2012_val_00003232.png,200,200,744,True,744,True,800,True,906,True,906,True,800,True,800,True,800,True,800,True,717,True,905,True
ILSVRC2012_val_00002630.png,201,201,744,True,744,True,905,True,906,True,906,True,917,True,905,True,906,True,906,True,906,True,905,True
ILSVRC2012_val_00033775.png,202,202,905,True,905,True,569,True,905,True,193,True,906,True,234,True,297,True,905,True,905,True,905,True
